time_of_day,activity,tail_position,ear_direction,food_eaten,mood
17.2,playing,up,rotating,0.49,playful
19.5,hunting,swishing,forward,0.48,playful
11.4,grooming,down,backward,0.15,grumpy
14.8,hiding,down,backward,0.17,grumpy
20.9,grooming,up,forward,0.98,happy
14.6,sleeping,puffed,backward,0.18,anxious
10.1,playing,swishing,forward,0.69,sleepy
11.9,eating,up,forward,0.88,happy
10.5,grooming,up,forward,0.66,happy
17.2,grooming,swishing,backward,0.01,grumpy
8.3,playing,tucked,forward,0.13,anxious
21.9,grooming,down,backward,0.14,grumpy
9.8,sleeping,down,backward,0.49,sleepy
13.9,eating,up,forward,0.87,happy
3.9,hiding,down,flat,0.04,grumpy
3.8,playing,down,flat,0.11,anxious
18.6,hunting,up,forward,0.5,playful
23.6,hiding,down,backward,0.12,grumpy
18.1,grooming,swishing,flat,0.18,grumpy
6.2,hunting,up,forward,0.51,playful
7.0,eating,down,flat,0.17,anxious
8.5,eating,tucked,rotating,0.23,anxious
10.0,eating,up,forward,0.85,happy
3.2,hiding,swishing,flat,0.11,grumpy
23.8,sleeping,swishing,flat,0.69,playful
8.0,hunting,up,rotating,0.73,happy
18.6,hunting,puffed,rotating,1.0,happy
14.3,hunting,puffed,flat,0.34,anxious
16.4,hiding,down,backward,0.21,anxious
11.8,grooming,up,forward,0.72,happy
11.3,sleeping,puffed,backward,0.54,playful
8.2,sleeping,down,backward,0.5,sleepy
5.0,grooming,tucked,backward,0.73,sleepy
23.6,grooming,swishing,backward,0.13,grumpy
17.1,playing,up,rotating,0.36,playful
1.5,hiding,swishing,flat,0.26,grumpy
1.1,hunting,tucked,rotating,0.28,anxious
22.8,hiding,tucked,backward,0.38,anxious
2.5,grooming,swishing,backward,0.15,grumpy
9.7,hunting,puffed,flat,0.12,anxious
3.8,grooming,up,forward,0.63,happy
2.3,eating,swishing,rotating,0.56,playful
0.3,grooming,swishing,backward,0.17,grumpy
15.4,hiding,puffed,rotating,0.2,anxious
4.1,hiding,tucked,flat,0.27,anxious
2.3,grooming,down,backward,0.23,grumpy
11.3,hunting,tucked,forward,0.87,happy
14.4,hunting,puffed,flat,0.12,anxious
15.8,grooming,puffed,backward,0.85,happy
13.9,grooming,up,forward,0.82,happy
4.8,playing,puffed,forward,0.35,anxious
16.8,hunting,tucked,flat,0.35,anxious
17.4,hiding,tucked,rotating,0.2,anxious
14.5,hunting,swishing,rotating,0.19,grumpy
12.3,sleeping,up,backward,0.29,anxious
18.4,hunting,down,flat,0.93,happy
16.7,grooming,up,forward,0.63,happy
24.0,grooming,up,forward,0.69,happy
10.1,playing,up,forward,0.79,happy
21.3,sleeping,down,backward,0.61,sleepy
20.3,playing,up,rotating,0.55,playful
16.1,eating,up,forward,0.9,happy
16.0,grooming,down,backward,0.2,grumpy
14.7,hiding,puffed,rotating,0.31,anxious
8.2,hunting,up,forward,0.56,playful
13.5,hiding,tucked,rotating,0.36,anxious
23.4,sleeping,tucked,backward,0.61,sleepy
14.5,sleeping,down,flat,0.68,happy
20.0,hunting,down,backward,0.68,sleepy
18.5,eating,swishing,flat,0.14,grumpy
4.3,grooming,tucked,rotating,0.81,happy
7.2,grooming,up,forward,0.88,happy
5.9,hunting,up,flat,0.51,playful
16.0,hiding,swishing,backward,0.24,grumpy
14.1,grooming,tucked,forward,0.67,happy
3.8,grooming,swishing,backward,0.08,grumpy
13.3,hiding,puffed,forward,0.19,grumpy
2.0,playing,swishing,forward,0.31,playful
7.7,sleeping,tucked,backward,0.7,sleepy
15.3,hunting,swishing,rotating,0.7,playful
23.0,grooming,swishing,flat,0.15,grumpy
14.2,hunting,tucked,flat,0.37,anxious
23.4,sleeping,up,rotating,0.44,sleepy
5.0,eating,swishing,flat,0.85,happy
17.4,hunting,puffed,flat,0.16,anxious
19.4,sleeping,tucked,forward,0.4,playful
7.3,grooming,puffed,rotating,0.44,playful
12.3,hiding,puffed,rotating,0.41,sleepy
19.6,hiding,tucked,forward,0.12,anxious
11.9,eating,tucked,forward,0.68,playful
17.0,hunting,tucked,flat,0.17,anxious
12.6,sleeping,puffed,rotating,0.58,sleepy
16.8,sleeping,down,backward,0.67,sleepy
15.1,grooming,puffed,rotating,0.35,playful
15.3,sleeping,up,forward,0.75,happy
3.4,grooming,up,forward,0.87,happy
5.9,playing,swishing,rotating,0.52,playful
15.7,hunting,up,flat,0.14,anxious
3.5,hiding,down,backward,0.17,grumpy
1.5,hunting,swishing,forward,0.89,happy
7.8,sleeping,tucked,backward,0.74,sleepy
17.4,grooming,tucked,backward,0.45,sleepy
11.6,playing,up,rotating,0.5,playful
12.7,playing,swishing,flat,0.16,grumpy
22.7,hiding,puffed,flat,0.15,anxious
22.6,hunting,swishing,rotating,0.45,playful
10.5,grooming,swishing,backward,0.02,grumpy
4.0,sleeping,up,flat,0.89,happy
